id,titul_pred,prijmeni,jmeno,titul_za,poslanec_2010,preferencni,novacek,interpelace_source_count,interpelace_target_count,zakony_predkladatel_count,absence_count,nazor_count,possible_votes_count,vystoupeni_count,strana_id,kraj_id,from_date,to_date,activity_index
3398,Ing.,Prošek,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3399,Ing.,Proškovec,Josef,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3400, ,Protiva,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3401,Ing.,Protuš,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3402, ,Prouza,Leopold, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3403, ,Prukner,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3404, ,Pruša,Oto, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3405, ,Průša,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3406,Ing.prof,Průša,Zdeněk,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3407, ,Pružinec,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3408,JUDr.,Pružinský,Mikuláš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3409, ,Przeczek,Gustav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3410, ,Pšenička,Arnošt, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3411, ,Pšenička,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3412, ,Pšenička,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3413,Ing.,Ptáček,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3414,Ing.,Ptáček,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3415, ,Pučanová,Ludmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3416, ,Puček,Zdeněk,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3417,"",Půček,Zdeněk,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3418,"",Púčik,Jozef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3419,RSDr.,Pudil,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3420, ,Puchmeltr,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3421,"",Puchmeltr,Jozef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3422,JUDr.,Púll,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3423,"",Půlpán,Josef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3424, ,Pundová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3425, ,Purkyňová,Eliška, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3426,"",Puskáš,Gregor,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3427, ,Puškáš,Gregor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3428, ,Puterková-Najmanová,Veronika, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3429, ,Pytlík,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3430, ,Rabas,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3431, ,Rábel,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3432,PaeDr.,Rácz,Oliver, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3433,RSDr.,Rada,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3434,JUDr.,Radda,Emerich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3435, ,Rainerová,Jiřina, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3436,Ing.,Rajčan,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3437, ,Rajczsy,Láslzó, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3438, ,Rajnič,Alojz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3439, ,Rajtora,Jaromír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3440, ,Rákócziová,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3441,MUDr.,Rakús,Alojz, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3442, ,Rambousek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3443,MUDr.,Rambousek,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3444, ,Randík,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3445,"",Rapoš,Pavel,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3446,prof.Ing.,Rapoš,Pavol,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3447, ,Rašev,Peter, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3448,JUDr.,Rašín,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3449,JUDr.,Rašín,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3450, ,Rašín,Rastislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3451, ,Ratiborský,Tomáš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3452,JUDr.,Ravasz,Viktor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3453,Ing.,Rázl,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3454, ,Rázus,Martin, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3455, ,Rebš,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3456,prom. práv,Reček,Petr, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3457, ,Rečková,Jarmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3458,"",Reczes,Alexandr,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3459, ,Regulyová,Terezia, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3460,MUDr.,Rehák,Gejza, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3461,Ing.,Rehák,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3462, ,Řeháková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3463, ,Řehořek,Jindřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3464,JUDr.,Řehulka,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3465, ,Rechcígl,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3466,Ing.,Reiman,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3467, ,Reinberg,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3468, ,Reis,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3469, ,Reisz,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3470, ,Reitmajer,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3471, ,Rejhon,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3472, ,Rejnart,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3473,genpor.,Remek,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3474, ,Remeš,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3475, ,Removčík,Pavol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3476,"",Renczes,Alexander,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3477,"",Renczés,Alexander,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3478,JUDr.,Rendek,Ignác, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3479,Ing.,Repaský,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3480, ,Repka,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3481, ,Řepka,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3482, ,Retkes,Ľudovít, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3483, ,Révay,Julian, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3484, ,Řezáčová,Oldřiška, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3485, ,Režná-Václavíková,Ludmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3486, ,Řezníček,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3487, ,Řezníčková,Františka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3488, ,Řičánková,Anděla, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3489, ,Řičář,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3490, ,Řídká,Zdeňka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3491, ,Ridziková,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3492, ,Riedl,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3493,RSDr.,Rigo,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3494, ,Říha,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3495, ,Říhová,Emílie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3496, ,Richtarčíková,Michaela, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3497, ,Richter,Ferdinand, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3498, ,Richter,Kamil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3499,Ing.,Richter,Miroslav,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3500,Ing.,Richter,Wolfgang, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3501,Ing.,Richterek,Richard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3502, ,Richtrová,Jiřina, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3503,akad.,Říman,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3504,Ing.,Říman,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3505,PhDr.,Ripka,Hubert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3506,PhDr.,Riško,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3507, ,Rjevaj,Andrej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3508, ,Roba,Ondrej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3509,PhDr.,Roček,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3510, ,Ročňáková,Araula, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3511, ,Rodovský,Bohuš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3512,Ing.,Rodr,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3513,JUDr.,Roháľ-Iľkiv,Ivan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3514, ,Rohlenová,Růžena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3515,"Ing., doc.",Rohlíček,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3516, ,Rolek,Bohumil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3517,JUDr.,Rolíček,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3518,JUDr.,Roman,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3519, ,Romančík,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3520,Ing.,Ropek,Radomil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3521,"Ing.,prof,",Rosa,Jozef,DrSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3522, ,Rosenkranc,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3523,JUDr.,Rosche,Alfred, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3524, ,Roscher,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3525,RNDr.prof.,Rosický,Bohumír,DrSc.PhMr.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3526, ,Rösler,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3527, ,Rosolová,Josefa, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3528,"",Rössler,Artur,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3529, ,Rota,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3530, ,Rothmayerová,Gabriela, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3531,Ing.,Rotnágl,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3532, ,Röttel,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3533, ,Rottová,Pavla, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3534, ,Roubal,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3535, ,Rouček,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3536,Msgr.,Roudnický,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3537, ,Rovný,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3538,JUDr.,Rozehnal,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3539, ,Rozhon,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3540,Ing.,Rozlivka,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3541, ,Rožnay,Titus, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3542,"Ing, prof.",Rozsypal,Kurt, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3543, ,Rozsypalová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3544, ,Rozsypalová,Augusta, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3545, ,Rubín,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3546, ,Rudolf,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3547, ,Rudyj,Štěpán, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3548,JUDr.,Ruhmann,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3549, ,Ruml,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3550, ,Runge,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3551, ,Ruppeldt,Fedor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3552,doc.Ing.,Rusek,Antonín,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3553, ,Rusnák,Juraj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3554, ,Rusnák,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3555,Ing.genplk,Rusov,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3556, ,Russ,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3557, ,Rustler,Michael, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3558, ,Růzha,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3559, ,Ružiak,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3560,Ing.,Růžička,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3561,Ing.,Růžička,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3562, ,Růžička,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3563,Ing.,Růžička,Václav,genmjr.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3564, ,Růžičková,Hana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3565, ,Růžičková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3566,"",Rybář,Petr,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3567, ,Rybárik,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3568,PhDr.,Rybková,Marcela, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3569,"",Rýdlová,Regina,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3570, ,Rygar,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3571, ,Rygula,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3572, ,Rych,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3573, ,Rychtera,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3574, ,Rychtera,Ludvík, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3575, ,Rychtrmoc,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3576, ,Rychvalský,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3577, ,Rylková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3578,PhDr.,Rynda,Ivan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3579, ,Rýpar,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3580, ,Ryška,Peter, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3581,RNDr.,Ryšlinková,Jana,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3582, ,Šabata,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3583,PhDr.,Šabata,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3584,Ing.,Šabata,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3585,JUDr.,Šablicová,Otília, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3586, ,Sáblík,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3587,JUDr.,Šabo,Tibor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3588,doc.,Sabolčík,Michal,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3589, ,Šabršula,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3590, ,Šáda,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3591,Ing.genpor,Šádek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3592,Ing.,Sádovský,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3593, ,Šafařík,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3594, ,Šafařík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3595, ,Šafranko,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3596,Ing.,Šagát,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3597, ,Sagová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3598,PhDr.,Sahligerová,Eva, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3599,JUDr.,Sacher,Richard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3600, ,Sachetová,Jitka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3601, ,Šachová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3602,PhDr.,Sachsová,Hana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3603, ,Sajal,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3604, ,Sajdl,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3605, ,Sakmar,Lumír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3606, ,Šalát,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3607, ,Šalgovič,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3608,PhDr.,Šalgovič,Viliam,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3609,Ing.,Šaling,Ondrej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3610, ,Salvová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3611,JUDr.,Šámal,Přemysl, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3612,"prof,JUDr",Šamalík,František,DrSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3613, ,Šamalík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3614, ,Samec,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3615,JUDr.,Samek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3616, ,Samek,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3617, ,Samek,Robert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3618,JUDr.,Veselá-Samková,Klára, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3619, ,Samková,Zdenka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3620, ,Samončík,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3621, ,Sandner,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3622, ,Sándorová,Eleonóra, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3623,mjr.,Šantorová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3624,akad.arch.,Sapák,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3625, ,Šarina,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3626, ,Šarišská,Ema, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3627,"",Šarišská,Eva,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3628,MUDr.,Sárközyová,Klára, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3629, ,Šašek,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3630, ,Sauer,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3631,Ing.,Saul,Eduard, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3632,RNDr.,Savčinský,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3633,RSDr.,Šavel,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3634, ,Ščerecký,Vasil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3635, ,Šeba,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3636,PhDr.,Šebej,František,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3637,MUDr.,Šebek,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3638, ,Šebera,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3639, ,Šebesta,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3640, ,Šebestian,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3641, ,Šebík,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3642,doc.MUDr.,Šebor,Jindřich,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3643, ,Šebor,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3644, ,Šebóšik,Juraj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3645, ,Šedík,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3646,JUDr.,Šedivý,Filip, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3647,Ing.,Šedivý,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3648,"",Sedláček,Jan,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3649, ,Sedláček,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3650, ,Sedláček,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3651, ,Sedláček,Svatopluk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3652, ,Sedláček,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3653, ,Sedlačík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3654, ,Sedláčková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3655,Ing.,Sedlák,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3656, ,Sedlák,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3657, ,Sedlák,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3658, ,Sedláková,Emília, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3659, ,Sedlář,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3660, ,Sedorjak,Nikolaj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3661, ,Šedovič,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3662,"",Šedrica,Josef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3663, ,Šedý,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3664, ,Šefčík,Samuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3665, ,Sehnal,Vlastimil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3666, ,Sechter,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3667, ,Seidl,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3668, ,Seidlová,Věra, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3669, ,Šejna,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3670,dr.,Sekaninová-Čakrtová,Gertruda, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3671, ,Seliger,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3672,Ing.,Selner,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3673, ,Seman,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3674, ,Šemberová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3675, ,Sembol,Ernest, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3676,Ing.,Senjuk,Rostislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3677, ,Šenková,Jaroslava, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3678,Ing.,Šenkýř,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3679, ,Šenšel,Ĺudovít, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3680, ,Šepeľa,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3681, ,Šepetka,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3682,MUDr.,Šepsová,Lenka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3683,Ing.,Serenčés,Peter,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3684, ,Servus,Bohumil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3685,"",Ševčik,Samuel,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
3686,JUDr.,Ševčík,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3687, ,Ševčík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3688, ,Ševčík,Vincenc, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3689,JUDr.,Ševčík,Vlastimil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3690, ,Ševčíková,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3691, ,Sevejáni,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
3692, ,Šgorica,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
