id,titul_pred,prijmeni,jmeno,titul_za,poslanec_2010,preferencni,novacek,interpelace_source_count,interpelace_target_count,zakony_predkladatel_count,absence_count,nazor_count,possible_votes_count,vystoupeni_count,strana_id,kraj_id,from_date,to_date,activity_index
1617, ,Hošek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1618, ,Hotovec,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1619, ,Houdek,Fedor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1620, ,Houf,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1621, ,Houser,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1622, ,Houser,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1623, ,Houska,Jindřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1624,JUDr.PhDr.,Houška,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1625,JUDr.,Hrabal,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1626,Ing.,Hrabaň,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1627, ,Hrabíková,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1628,Ing.,Hradílek,Tomáš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1629, ,Hradská,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1630, ,Hrajnoha,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1631,MUDr.,Hranai,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1632, ,Hraško,Martin, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1633,"",Hrbek,Jiří,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1634, ,Hrbková,Růžena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1635, ,Hrbotický,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1636,Ing.,Hrdina,Oldřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1637, ,Hrdlička,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1638, ,Hrdlička,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1639,"",Hrdlička,Jiří,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1640, ,Hrdlička,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1641,"",Hrdlička,Jiří,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1642, ,Hrdličková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1643,genplk.Ing,Hrebík,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1644,JUDr.,Hřebík,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1645, ,Hrejsa,Otmar, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1646, ,Hrib,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1647, ,Hriniková,Margita, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1648,Ing.,Hrivík,Pavol,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1649, ,Hrizbyl,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1650, ,Hroboňová,Elena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1651, ,Hromádková,Růžena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1652, ,Hron,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1653, ,Hronovský,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1654, ,Hrouda,J. V., ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1655, ,Hrubá,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1656,MUDr.,Hrubá,Dagmar, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1657,JUDr.,Hruban,Mořic, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1658, ,Hrubjak,Ivan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1659, ,Hrubý,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1660, ,Hrubý,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1661,"",Hrudál,František,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1662, ,Hrušínský,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1663, ,Hruška,Čeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1664, ,Hruška,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1665, ,Hrušková-Rozsypalová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1666,Ing.,Hruškovič,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1667, ,Hruškovský,Miloš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1668, ,Hrušovská,Františka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1669, ,Hrušovský,Igor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1670,JUDr.,Hrušovský,Pavol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1671, ,Hrůzová,Vlasta, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1672, ,Hubálek,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1673,Ing.,Hubálková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1674,"PhDr.,doc.",Hübl,Milan,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1675,"",Hübner,Jaroslav,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1676, ,Hübner,Otakar, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1677, ,Hučka,Vojtech, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1678, ,Hucl,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1679, ,Hudec,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1680, ,Hudec,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1681,"",Hudeček,Miloslav,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1682, ,Hudeček,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1683, ,Hudeček,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1684,RNDr.PhDr.,Hula,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1685, ,Hůla,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1686,Ing.,Hůla,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1687, ,Hulínský,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1688,JUDr.,Hulínský,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1689, ,Humajová,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1690, ,Humeník,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1691, ,Huml,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1692, ,Huml,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1694, ,Hummelhans,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1695, ,Humpál,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1696, ,Hurdálek,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1697,JUDr.,Husák,Gustav,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1698, ,Hušek,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1699, ,Husnaj,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1700,Ing.,Huspeninová,Žofia, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1701, ,Hvězda,Miloslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1702, ,Hviezdoslav,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1703, ,Hvizdák,Andrej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1704, ,Hvozdzík,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1705, ,Hybeš,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1706, ,Hýbner,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1707, ,Hybš,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1708, ,Hykl,Alfons, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1709, ,Hyková,Blanka, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1710, ,Hynek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1711, ,Hynek,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1712, ,Hyrš,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1713,Ing.,Chabičovský,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1714, ,Chajda,Vojtěch, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1715, ,Chalánek,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1716, ,Chaloupka,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1717, ,Chalupa,Albín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1718, ,Chalupa,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1719, ,Chalupa,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1720, ,Chalupek,Pavol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1721, ,Chalupník,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1722,Ing.,Chán,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1723, ,Charvát,Cyril, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1724,"",Charvát,Josef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1725, ,Charvát,Methoděj, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1726, ,Charvát,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1727,PhDr.,Charvát,Vincenc, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1728, ,Chlad,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1729, ,Chládek,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1730, ,Chlebec,Emil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1731, ,Chleborád,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1732, ,Chlebounová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1733, ,Chlouba,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1734, ,Chloupek,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1735,Ing. arch.,Chlup,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1736, ,Chmelaříková,Jarmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1737, ,Chmelík,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1738,Ing.,Chňoupek,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1739, ,Chobot,Emanuel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1740, ,Chodurová,Drahomíra, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1741,Ing.,Chocholáček,Róbert, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1742, ,Cholek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1743, ,Chomutovský,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1744,doc.,Chorváth,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1745, ,Chotár,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1746, ,Chovanec,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1747, ,Chromý,Heřman, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1748, ,Chroustovský,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1749, ,Chudík,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1750,PhDr.,Chudoba,Bohdan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1751,Ing.,Chudoba,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1752, ,Chudý,Martin, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1753, ,Churanová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1754, ,Chutný,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1755,JUDr.,Chvalkovský,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1756, ,Chvilíček,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1757, ,Chvílová-Oravcová,Valburga, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1758, ,Chvojka,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1759, ,Chýlek,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1760,Ing.,Chýlek,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1761,JUDr.prof.,Chytil,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1762, ,Chytráček,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1763, ,Icha,Maxmilián, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1764, ,Illa,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1765, ,Illiašová,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1766, ,Illing,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1767, ,Imramovský,Gustav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1768, ,Indra,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1769,"",Indruch,Lotar,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1770, ,Infner,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1771, ,Innemann,Květoslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1772, ,Ircing,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1773, ,Ivák,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1774,Ing.,Iván,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1775, ,Ivanič,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1776,Ing.,Ivaničová,Helena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1777,JUDr.,Ivanka,Milan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1778,MUDr.,Ivanovský,Michal, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1779, ,Izák,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1780,JUDr.,Jabloniczky,Johann, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1781, ,Jägerman,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1782,"",Jägermann,Josef,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1783, ,Jahodníková,Elena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1784,Ing.,Jajtner,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1785, ,Jäkel,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1786,RSDr.,Jakeš,Miloš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1787, ,Jakl,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1788, ,Jakoubek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1789, ,Jaksch,Wenzel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1790, ,Jakubcová,Štefánia, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1791, ,Jakubka,Bohumil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1792,Ing.,Jambor,Augustín,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1793,Ing.,Janáček,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1794,RSDr.doc.,Janák,Ignác, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1795, ,Janalík,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1796, ,Janata,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1797, ,Janča,Bohumil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1798,Ing.,Jančáry,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1799, ,Janček,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1800, ,Janda,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1801, ,Janda,Arnold, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1802, ,Janda,Bohuslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1803, ,Janda,Stanislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1804, ,Jandečková,Zlatuše, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1805, ,Jandorová,Ludmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1806, ,Jandová,Věra, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1807,Ing.,Janec,Imrich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1808, ,Janečková-Muríňová,Emília, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1809,RSDr.,Janík,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1810, ,Janíková,Emília, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1811, ,Janko,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1812,Ing.,Jankovcová,Ludmila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1813, ,Jankovič,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1814, ,Jankovič,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1815, ,Jann,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1816,JUDr.,Janočko,Vladimír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1817,Dr.h.c.,Janoška,Juro, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1818, ,Janota,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1819, ,Janouš,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1820, ,Janovský,Jakub, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1821, ,Jánská,Helena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1822, ,Jánská,Květomila, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1823,JUDr.,Jansta,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1824, ,Jantošík,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1825, ,Janulík,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1826, ,Jarábek,Ján, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1827,"",Jarkovská,Věra,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1828,Ing.,Jaroň,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1829, ,Jaroš,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1830, ,Jaroš,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1831, ,Jaroš,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1832, ,Jarošová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1833, ,Jaross,Andor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1834, ,Jaša,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1835, ,Jasenovcová,Vilma, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1836,MUDr.,Javorský,Ľubomír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1837,JUDr.,Jedinák,Zdeněk, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1838, ,Jedlička,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1839, ,Jedlička,Věroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1840,Ing.,Jégl,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1841,Dr.,Jehlička,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1842,Ing.,Jehlička,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1843, ,Jeleň,Oskár, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1844, ,Jelinek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1845, ,Jelínek,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1846, ,Jelínek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1847,JUDr.,Jelínek,Miroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1848, ,Jendrejčáková,Mária, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1849, ,Jenerál,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1850, ,Jenka,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1851, ,Jenšovský,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1852,Ing. doc.,Ješ,Štěpán, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1853, ,Ježek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1854, ,Ježek,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1855,"",Ježek,Karel,"",0,0,0,0,0,0,0,0,0,0,,,0,0,186
1856, ,Jílek,Bohumil, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1857, ,Jílek,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1858,Ing.,Jílek,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1859, ,Jilemnický,Peter, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1860,MUDr.,Jilly,Theodor, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1861, ,Jiráček,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1862, ,Jirák,Maxmilián, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1863, ,Jiránek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1864, ,Jirásek,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1865, ,Jirásek,Ferdinand, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1866,RSDr.,Jirásek,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1867,doc.JUDr.,Jirásek,Jiří,CSc.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1868, ,Jirásek,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1869, ,Jirásek,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1870, ,Jirásková,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1871, ,Jireček,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1872, ,Jirotka,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1873, ,Jírová,Božena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1874, ,Jirsík,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1875, ,Job,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1876, ,Jobst,Adolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1877, ,Jodas,Jaromír, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1878, ,Johanis,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1879, ,John,Julius, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1880,JUDr.,John,Oldřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1881, ,Jokl,Hans, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1882, ,Jonáš,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1883, ,Jonáš,Karel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1884,Ing.,Jonáš,Pavel, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1885,JUDr.,Josko,Matej, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1886, ,Juha,Václav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1887, ,Juhász,Ladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1888,Ing.,Juchelka,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1889,Ing.,Junás,Štefan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1890,Ing.,Jung,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1891,Ing.,Jung,Rudolf, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1892, ,Jungbauer,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1893, ,Jungerová,Zuzana, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1894, ,Jungman,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1895, ,Jungwirthová,Anna, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1896, ,Jura,Antonín, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1897, ,Jura,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1898, ,Juran,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1899, ,Jurča,František, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1900, ,Jurčík,Vladislav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1901,Ing.,Jurečka,Jaroslav, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1902, ,Jurica,Jozef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1903,ThDr.,Juriga,Ferdiš, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1904, ,Jurík,Karol, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1905,Ing.,Juriš,Anton, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1906, ,Jurnečková-Vorlová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1907,Ing.,Kabát,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1908,Ing.,Kabelka,Jiří, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1909, ,Kabrhelová,Marie, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1910, ,Kačer,Jan, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1911,MUDr.,Kačicová,Magdalena, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1912,RSDr.,Kačírek,Bedřich, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1913,MUDr.Ing.,Kácl,Karel,DrSc.prof.,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1914, ,Kaderka,Alois, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
1915, ,Kadlčák,Josef, ,0,0,0,0,0,0,0,0,0,0,,,0,0,186
